Action,Lieux,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
Courrir,Exterieur,30.383148,-0.798935,-5.596924,17.392212,22.782745,-6.504318,5.258392,38.588074,2.774414,-3.728241,20.868591,34.563416,-3.218277,-1.908646,38.588074,-3.205109,-3.476852,9.230377,38.392944,-1.532761,5.675232,-8.982071,-13.156357,-17.870544,16.030167,12.078537,10.254150,21.566757,-11.351135,-18.362549,-17.186996,13.517441,11.257324,3.514465,35.056885,-11.385849,-12.687088,-17.131927,11.519485,16.639481,34.335815,-3.805023,-15.616821,1.203644,26.973633,-6.828903,0.565598,23.778580,-3.581161,-9.073456,0.682907,27.825974,-8.787354,3.176468,22.028412,-4.203659,-2.865295,-0.781143,14.666245,-5.358856,70.394196,-13.586029,-34.370102,0.725311,65.786545,-1.254684,16.078140,83.933411,-12.157883,-31.164246,4.364502,75.906830,-0.748306,4.782288,95.673370,-18.794617,-19.029236,-8.682693,64.578674,9.747864
Courrir,Exterieur,20.167084,13.679993,-8.115616,6.060455,38.588074,9.979752,4.392883,20.440033,37.824326,-7.207016,4.481476,22.750427,0.444855,-4.599731,-1.653671,22.156662,-3.971252,-6.591705,24.087585,23.326233,15.557312,-14.857437,-14.808350,-28.603745,-20.420364,11.758911,5.731506,2.979370,-10.109741,-7.570679,-2.612289,2.439468,8.752991,5.281387,7.456528,2.604675,-7.330063,-13.733353,-24.009277,14.715744,17.445908,0.229202,-12.856293,-0.673401,8.399429,15.152267,-0.315475,7.160431,8.987198,-1.877686,-2.366104,0.529678,11.213806,5.579056,9.364288,31.844650,-2.686935,-12.938904,3.390747,16.844971,53.170303,-0.948242,-35.780258,-23.216690,26.567139,36.890930,9.808914,30.579834,36.701782,-16.655380,-0.496918,25.719574,20.411652,6.260712,15.167145,56.605988,-13.988251,-33.263962,3.469055,54.886948
Courrir,Exterieur,11.121796,6.916382,-6.183502,2.665466,38.455200,-1.909851,-8.037811,35.449280,37.071350,-8.377777,-0.531982,38.588074,-5.338348,-6.755707,20.345459,19.836685,-3.874283,-3.616913,38.588074,-3.610931,-2.514130,2.914719,6.993240,20.476196,5.816498,-19.799072,-17.571259,-17.598801,19.990173,10.235001,8.875092,3.844864,-10.428162,-11.218246,-14.499496,15.586029,7.452927,2.101898,16.333023,-5.790588,4.806931,19.332550,2.324142,15.061295,25.541901,-2.670166,-6.487717,-8.822067,26.790482,-5.455826,-3.271118,29.213409,-2.696503,-10.459702,-1.219284,15.719696,-8.211548,-0.133514,38.917114,-6.723557,13.414597,29.163651,3.133881,38.202957,69.813599,-24.379089,-32.096786,9.028412,83.852005,-3.598602,5.071991,71.646347,-18.463013,-28.433655,4.626678,51.142410,-4.632904,-1.648529,93.838211,-16.125076
Courrir,Exterieur,-0.585861,4.220505,-2.186371,-7.763672,1.041000,-2.866333,-5.679520,-7.575729,8.362473,5.200928,-10.768387,-2.075043,1.329514,-25.279648,-12.813049,12.268616,-13.276321,-39.479660,1.043396,0.663925,0.685715,12.027054,3.662918,-0.809464,-2.578766,0.149414,1.942673,10.458847,9.004379,4.747482,-0.710098,-3.768692,-12.653580,-12.582947,17.759964,19.456268,14.776794,-2.837341,-20.026520,-21.035675,18.228821,3.712769,22.848434,26.244598,-7.765030,-1.396454,4.630951,21.451416,9.990372,11.480759,32.604797,-2.510956,-10.826019,-1.303085,3.651718,5.136124,7.693130,2.946625,0.092743,-1.786713,18.328674,19.960327,24.324982,17.671463,-9.302795,-4.113373,0.894104,24.334534,27.357224,21.429169,21.126312,-8.354691,-22.150085,-39.165680,8.598633,36.861008,9.193604,-39.370377,-18.890381,-22.158463
Courrir,Exterieur,-4.767334,-29.531754,3.960739,-3.980835,-35.520844,-10.799515,17.877029,-22.377884,-26.400131,1.035019,-9.922043,-39.862732,-3.355942,15.572617,-24.179520,-11.766769,9.826523,-9.260040,-38.952942,-4.954071,-13.903351,6.878326,13.946014,17.439148,15.208954,-12.131638,-28.889847,-17.567673,9.720245,16.857361,15.966721,-0.552078,-14.742508,-23.519653,-12.576965,11.943253,12.638779,16.718491,4.546371,-15.550552,-1.441940,36.137451,-12.090149,-2.921555,12.815521,3.394348,-10.280136,3.515259,9.674332,-1.176193,16.825821,17.062836,2.571930,-11.124100,-2.617493,4.055145,1.668121,21.036026,14.618362,2.637772,-20.112625,13.484024,5.816605,10.536758,-7.496368,-19.536804,-21.292953,-36.430298,-7.005554,16.716187,22.870499,-23.351974,-15.526520,-19.071136,-39.373978,4.231628,24.133423,28.494476,-19.788208,-17.866852
Courrir,Exterieur,-26.007492,-17.026840,4.680191,-7.631989,-39.862732,-4.215469,-1.754227,-12.655029,-6.310394,8.418732,4.244446,-20.067474,-4.839157,-4.359116,-9.062531,-19.897491,2.113602,-2.364746,-37.381149,-6.330734,-9.414215,8.922974,12.173096,15.204163,8.950500,-9.580612,-8.929398,-3.720810,8.998383,15.368164,11.507507,8.586594,-6.960159,-2.530884,-10.053467,9.411392,15.437592,13.270844,22.932648,-9.405838,7.737427,10.594910,5.862762,11.648361,34.908020,-8.300140,-15.106842,15.760391,16.361343,4.201187,0.239990,33.752823,-0.690170,-5.204437,4.988876,24.453735,-5.148163,-4.182114,18.016937,-1.279144,-27.684280,2.491043,22.716049,19.220535,3.995789,-22.096222,-25.790466,-0.615448,19.049332,27.988083,15.991943,22.271942,-12.489487,-12.094437,-14.127121,13.967636,12.403030,6.723984,3.568436,-17.015717
Courrir,Exterieur,23.493835,1.780807,-8.975143,30.568695,24.651428,-11.184982,-0.742676,38.588074,13.701538,-4.592545,19.258484,34.054657,-4.339966,2.566116,38.588074,9.289032,-6.225403,27.304199,20.653107,-6.406158,-5.608643,12.362244,8.105347,17.580399,-11.244583,-17.737656,-18.042923,-7.898697,14.963547,14.342255,6.867554,-11.907776,-16.926025,-25.441010,-1.922760,18.257965,9.574188,10.073380,-18.305084,-17.936386,29.233765,1.850082,10.757706,29.379807,-5.676086,-1.645447,2.012894,3.760651,-1.074432,6.473282,26.911392,14.369370,-7.129364,1.829727,-1.078018,-7.487305,4.792557,22.671265,11.282043,-8.419846,47.118958,15.993134,9.887909,77.528900,7.730759,-30.568085,-16.772705,34.450027,27.590652,16.222992,53.037430,36.516251,-28.395355,-21.045166,35.587296,20.059692,8.141342,60.048843,13.630066,-32.762390
Courrir,Exterieur,11.762238,0.723770,5.619919,38.588074,3.843414,-9.334274,28.550385,29.289001,-8.085693,12.286575,38.506668,2.798355,-0.464951,12.333252,27.257507,-8.211380,0.496323,38.588074,11.146927,-0.997650,-7.126556,-2.558426,-11.152405,9.442520,14.987488,10.480392,15.100006,-17.202560,-23.553177,-23.597473,-1.530106,13.834671,7.813263,13.716156,-4.490540,-16.882935,-14.990311,-10.426971,14.355423,10.600113,13.220154,-5.946640,-5.546799,0.175339,-4.280273,1.496933,30.454803,1.780655,-6.558350,4.289780,8.845947,-11.156418,-0.224487,10.258514,-0.638687,-6.217178,-7.143738,7.221481,3.867203,5.328857,17.855835,-7.781296,-11.079285,48.205933,14.550629,2.643051,74.105194,13.867096,-38.197220,-7.021118,45.822510,5.476608,7.123825,36.307922,22.128281,-31.311493,-21.637726,35.382584,29.369553,14.931320
Courrir,Exterieur,3.910461,6.706879,19.005905,-3.254196,-6.470795,7.305435,32.100983,-4.858307,-12.665802,38.297180,4.295929,-7.400955,15.071030,38.380981,-6.516296,-0.725922,38.588074,8.888000,-2.237854,-1.486069,-1.300262,-1.405609,-5.415909,4.247101,4.742691,9.414978,-3.488571,-15.414093,-20.728012,2.200058,16.477875,8.742203,17.783905,1.723602,-18.488251,-23.207214,15.267609,12.654343,9.652008,8.914597,-3.014938,-7.618988,17.384857,19.536057,-9.320068,-11.340775,4.420258,-1.593979,-2.872482,0.596725,-10.556671,2.957397,20.408737,-3.617081,0.210052,-5.891571,-2.449905,1.689667,1.451447,19.882019,-0.404739,-2.317719,30.974854,20.528961,-11.048172,5.379639,33.032669,-21.866379,-36.266296,41.093964,10.217133,4.298645,53.263672,36.487503,-24.794495,-29.824707,51.405777,23.232010,8.865601,27.310547
Courrir,Exterieur,2.915665,-3.904221,15.883865,28.370819,-1.353195,2.206985,38.588074,8.521683,-5.361084,16.812805,35.979599,-7.955200,0.048615,38.468369,5.947922,-1.590225,11.137360,38.251694,-4.633255,-14.120270,10.318787,11.987549,7.384705,-14.659912,-9.875107,-9.476471,-3.939880,15.326263,10.017120,19.042068,-0.117538,-19.413605,-35.509827,10.845520,15.757217,13.026627,9.523911,-2.564407,-14.859833,-28.033920,0.542847,5.011627,30.722961,4.842834,-7.790176,-11.174377,32.827469,0.843323,-4.755524,1.658554,-4.639404,0.815796,-6.840866,-17.988266,0.012527,1.519684,5.509628,0.736786,0.284271,2.588699,13.777298,13.094955,53.991531,18.553741,-19.018478,-18.443863,67.475662,24.691269,-0.099487,37.513428,31.222656,-26.553009,-42.302078,31.325623,21.717667,12.956085,26.170898,36.424072,-19.208817,-39.565491
S'assoir (chaise),Maison,0.528641,-0.297348,-0.735489,-1.571060,-1.063492,-2.082230,-1.336441,-2.189972,-2.841187,-3.309265,-3.596558,-2.632889,-1.489670,-0.201584,-1.152084,1.158325,0.830322,1.024246,0.286835,0.055786,4.262665,4.317719,3.838882,3.209213,3.127808,2.398773,2.469406,2.367645,3.036819,3.638962,3.788605,4.048370,4.692413,5.116196,6.031967,5.044373,5.747070,6.076263,5.948181,6.051132,7.071838,8.078598,6.952133,6.257813,6.743835,8.699890,9.324783,13.279999,12.819122,12.627579,11.989532,9.363083,10.580536,7.551880,6.051910,8.021133,6.510391,6.648071,5.980087,7.963684,11.863144,12.098969,10.055527,7.895966,8.808151,9.016434,10.457748,13.457672,13.014755,12.957275,12.181580,10.778564,13.783279,12.466492,10.931793,14.223831,13.087784,13.748581,12.215103,14.070602
Se lever (chaise),Maison,0.715393,-0.019623,0.329926,-0.160889,0.134796,0.114456,0.022278,-0.256653,-0.308121,-2.544312,-2.133713,-2.774155,-2.460510,-1.766190,-0.345230,-0.128555,0.153961,-0.121384,0.437668,-0.353622,3.343292,3.953812,4.384766,4.275833,3.372009,3.937042,3.847260,3.151749,2.457428,1.376450,3.316956,1.900772,0.113510,1.172943,1.115479,1.815781,1.787048,2.201248,3.785019,5.511230,9.312805,9.404984,8.200699,8.288086,9.109299,8.411392,7.866714,8.012756,9.330765,10.954041,14.577667,14.281982,13.564911,10.084946,8.565826,8.273727,8.341965,6.389496,5.431808,6.243439,13.371490,13.339172,12.915390,12.403030,12.616104,12.462891,11.736252,10.907852,11.480072,9.786179,15.760910,13.408600,11.217911,9.491699,9.336075,9.960953,10.282974,8.469360,9.654495,11.401047
Sauter,Maison,1.706589,2.123184,-0.372772,2.965942,-0.522400,-0.575073,-7.063370,-20.608566,-36.154114,-39.862732,-19.825653,-3.481644,9.261505,-1.069489,1.827499,5.659424,-39.862732,-39.856750,-20.010010,-11.335815,7.604965,7.819244,5.812897,6.838821,2.115067,-0.317444,-5.532028,-2.527298,24.973694,0.704880,-11.073395,-16.967926,-11.242188,-2.025711,-4.297806,-16.532181,-19.186157,-15.039398,4.035202,4.171677,8.239014,8.283310,6.512787,1.722000,7.254990,2.598267,-1.088791,0.225616,14.032974,7.503998,-12.349930,3.919876,-3.351318,1.702835,-1.647842,-6.002899,-0.832626,6.118942,-6.223160,0.035278,17.550568,18.225739,11.952911,11.526764,8.847656,1.705750,-13.684189,-22.910248,2.852554,-31.653854,-43.248978,-16.529694,-5.332001,-1.392365,-4.118149,-16.875656,-59.881516,-48.777206,-22.197968,-7.128860
Sauter,Maison,0.859055,1.003891,0.671097,1.057770,-7.787613,-34.102280,-26.100861,-17.696014,-39.862732,-39.856750,-39.862732,-17.190842,-5.185120,1.058960,1.822708,0.126419,8.551620,-39.862732,-39.861542,-24.687088,7.305695,6.684387,5.393921,-2.690109,-10.986008,-15.515839,-11.092560,6.217529,36.303070,-32.541016,-38.746780,-25.103424,-11.693497,-5.965378,-5.731934,-6.476532,-25.288971,-38.746780,-23.720764,-0.518570,5.181610,7.112534,3.656509,-2.967056,-4.450256,4.756638,5.464127,-0.461517,18.827362,25.067856,-8.324081,2.818542,0.435104,0.123871,-1.699326,-5.151764,5.252243,6.840805,-10.414215,-7.325699,13.346359,14.800812,9.721527,-4.599396,-23.223877,-44.861481,-31.729294,-11.940002,15.267700,-47.329910,-86.933594,-39.475723,-16.443512,-4.782547,-5.608551,-11.501877,-11.485107,-71.768707,-73.996521,-32.531357
Sauter,Maison,-22.298874,-20.036346,-9.717346,-19.477295,-39.810059,-39.862732,-15.437088,2.226135,3.972702,2.185440,-0.997650,1.898132,-39.862732,-39.862732,-15.026474,-9.793961,-6.372635,-9.190613,-20.752213,-11.508209,-21.164963,-8.290146,0.662979,19.429932,-38.746780,-38.737198,-34.935211,-15.351837,-7.751450,-4.506104,-10.243805,-37.816635,-38.746780,-38.746780,-6.180847,0.631851,-3.407166,-10.151627,-16.887726,-16.644714,11.690247,10.287247,5.375549,17.096359,38.917114,20.442261,5.666443,0.208862,-1.236038,1.464615,3.907898,-5.550400,14.594421,-4.303009,0.317795,-1.574814,2.391174,4.672852,6.153656,1.009720,-31.773590,-18.039246,-3.678818,17.048996,-39.639725,-58.157669,-44.705856,-12.916840,-5.014786,-0.856049,-7.333557,-41.468903,-64.015091,-82.912521,-20.889526,-10.736923,-7.388626,-14.669388,-31.486282,-27.143204
Sauter,Maison,-9.827469,-19.054733,-19.863968,-14.084366,-7.374619,-19.006836,-39.862732,-39.862732,-24.591324,-8.029434,2.466751,1.377396,-4.946899,-26.038605,-39.812454,-39.468887,-28.036575,-16.205627,-18.144928,-13.357727,-13.613647,-23.188065,-17.996231,-8.450546,6.587433,23.237900,-7.695175,-38.460678,-27.567062,-13.868637,-9.865524,-6.117401,-17.181015,-34.786774,-24.035614,-17.390503,-6.514847,-2.443497,-12.062210,-12.058609,3.685242,10.189087,10.057404,3.723541,4.384354,10.696655,33.752823,2.489334,-9.742645,-0.566864,-2.358917,-1.798676,-2.245193,-1.243225,22.914276,7.119720,-2.758759,-5.061981,5.236679,4.379562,-19.755875,-32.053711,-27.802795,-18.811371,3.597168,14.927719,-13.805084,-75.834076,-61.901031,-22.464935,-9.757690,-6.538681,-24.373108,-62.068604,-40.933792,-49.739670,-37.310181,-23.711105,-24.970459,-21.036774
Sauter,Maison,-17.174088,-10.661850,-6.370239,-7.391373,-8.161102,-39.862732,-39.859146,-39.241440,-9.106812,-0.061523,2.090866,-1.903854,-2.116943,-2.713104,-3.668396,-32.546051,-37.279388,-35.976944,-24.056213,-11.110764,-13.538239,-4.066772,-2.303436,6.863953,4.521225,-14.890961,-38.702484,-30.659164,-12.523087,-13.240158,-7.607788,-3.905167,-7.467728,-14.106857,-10.871094,-6.395126,-14.639557,-19.624298,-9.468094,-2.600327,7.964874,3.122604,1.350891,4.754257,5.883118,-3.869659,1.158157,7.551880,-1.564041,8.007965,-0.939163,1.511307,-0.190979,-0.418427,7.442932,4.692001,9.919739,5.087051,-3.113098,-2.781494,-22.747452,-11.606018,-7.322784,4.226837,2.243240,-58.623352,-77.403473,-62.348724,-23.193939,-5.293716,-6.456085,-4.297714,-9.775650,-17.238388,-7.096558,-34.249176,-41.999207,-50.514191,-36.637405,-16.492584
Sauter,Maison,1.742508,1.062561,-2.314468,-4.161591,-5.387421,-25.583710,-35.921875,-38.531555,-37.582260,-39.862732,-39.862732,-4.216660,-1.996033,4.471893,-1.575851,-4.300461,-29.052917,-39.862732,-30.293106,-36.773010,7.503204,5.604614,1.198074,-7.346832,-15.916870,-28.620499,-34.020630,-9.277756,25.901459,-38.030914,-38.744385,-38.443909,-8.304504,-3.173737,-4.873611,-19.632675,-36.468704,12.155151,-2.796646,0.220047,0.758331,-0.393280,-2.896423,2.393570,1.135422,9.950867,9.491180,5.438995,-1.889664,24.823654,-0.486664,-15.887360,3.911499,0.181320,0.771500,1.186890,-4.239563,14.605194,-0.013809,-9.326050,10.004044,6.273895,-4.012817,-9.114853,-20.168869,-44.253342,-60.451324,-42.370316,-13.570465,-53.069992,-79.093781,-58.547928,-6.389038,1.479477,-5.677963,-22.746246,-69.761185,-13.102386,-33.103561,-45.879013
Sauter,Maison,-0.570297,-9.845428,-27.301559,-26.008682,-15.123444,-6.258911,-4.158005,-39.862732,-39.859146,-11.023376,4.993835,6.766739,2.217758,-1.690781,-2.896255,-39.664017,-28.298737,-11.803879,-4.982803,-6.731766,-4.427094,-17.192978,-21.261932,-12.002350,-1.815018,3.571930,10.183517,4.074707,-38.491806,-30.534668,-16.636322,-7.707153,-5.190842,-6.032410,-15.945602,-33.929642,-10.905807,3.621017,2.890778,-1.720459,-1.628693,1.342514,11.538223,10.819962,3.682846,0.910355,3.565536,17.557251,6.485260,-5.758682,-0.880508,-5.435471,-0.461517,-1.003799,-4.196472,13.044174,6.129715,2.078735,0.652985,0.982193,-6.626083,-25.695892,-37.025269,-27.191071,-13.255615,-1.776627,9.591049,-18.230774,-71.865692,-47.316727,-12.522995,-6.375885,-3.434601,-8.726990,-23.038330,-60.549484,-33.074829,-6.104126,-1.439041,-7.470032
Sauter,Maison,-19.868759,-39.812454,-21.994812,-1.277771,5.507385,6.581192,-0.025604,4.986649,-39.862732,-39.856750,-20.470901,-6.627625,-4.825989,-10.436798,-33.516907,-19.559906,-10.525375,-4.948090,-3.320038,-0.729507,13.284012,-28.895844,-36.864944,-6.708771,-6.025223,-4.518082,-5.815735,-14.092484,-38.746780,-32.872604,-1.139862,2.911133,2.241959,-4.480972,-9.249023,-19.491409,-11.749756,-5.883972,1.789444,5.956558,19.853287,31.208984,-6.105850,-0.839798,-9.144089,-1.599960,-1.033737,-7.495682,3.498489,9.794052,5.585037,2.222382,0.524887,-1.335403,10.960022,1.507721,0.570389,2.763474,2.330124,1.537643,13.268539,-37.499313,-64.965607,-8.826340,-9.661926,0.463150,-6.875076,-16.601517,-75.111023,-62.935303,-16.025726,-1.494110,-2.059143,-16.253174,-31.805908,-37.543594,-21.704742,-8.068588,0.799530,6.764694
Sauter,Maison,-24.484772,-28.638718,-29.681396,-16.002121,-7.227371,3.028198,4.422821,-9.765228,-34.460220,-25.960800,-17.375198,-16.802979,-14.755936,-13.085983,-5.889008,-0.312912,0.897354,1.694626,1.231339,1.841873,-19.237625,4.411102,-17.288742,-22.259109,-23.197632,-13.704636,-13.732162,-10.693924,-15.576889,-3.639404,-8.144089,-11.262543,-8.791733,-8.698349,-4.133804,3.174500,6.004440,6.793335,6.849594,8.166397,5.813690,-8.235489,10.099304,-0.205338,-8.492874,-13.052628,-8.307312,-6.523636,14.522598,-2.236816,7.298096,1.700439,3.071121,2.722778,1.062393,2.855652,3.830093,4.465744,4.304138,4.075500,-37.908707,-32.463104,-36.870834,-38.466568,-38.917877,-23.729065,-17.616653,-26.982788,-35.514511,-31.837021,-18.221191,-26.365082,-20.476547,-19.061554,-8.960419,5.717239,10.731888,12.953705,12.385071,14.083771
Sauter,Maison,1.048187,0.811157,1.227753,1.190643,-7.861832,-22.971634,-26.366623,-16.783829,-18.664474,-39.862732,-39.861542,-26.134384,-3.566635,7.281494,4.159454,-1.180817,6.443527,-19.128952,-39.862732,-35.629791,9.386246,8.272949,4.445816,-3.031281,-12.873840,-23.173691,-13.845886,-9.949326,13.038605,7.103378,-38.746780,-38.746780,-14.594070,-6.466949,-5.445831,-3.567581,-7.283386,-18.247620,-35.175827,-14.222977,5.321671,4.488495,-3.648193,-4.397583,3.624191,7.341187,6.154861,4.982895,10.845093,16.902435,22.951385,-5.095490,3.360825,-2.817413,-1.605942,-0.357376,-0.302307,2.983734,14.474716,6.217102,15.756104,13.572601,2.025375,-6.238220,-17.111481,-38.804138,-34.057648,-21.750259,5.219223,-15.856918,-55.656937,-69.976654,-14.799881,-2.002869,-2.892319,-5.105774,-1.142166,-34.392838,-60.563843,-43.635666
Sauter,Maison,-1.029984,-0.543961,-3.300873,-13.920364,-22.824402,-19.608978,-13.344559,-8.156326,-13.718048,-30.655823,-39.862732,-39.862732,-13.728821,-0.414673,-1.544739,-0.947372,-3.157227,4.957916,-39.465302,-39.862732,5.919449,1.380035,-3.905167,-14.142761,-16.824280,-17.449158,-8.923401,-1.030914,14.718140,6.535950,-38.746780,-38.585175,-32.839081,-12.420135,-6.082687,-4.459412,-8.988052,-26.761414,-19.223267,-19.083206,3.400330,-0.150269,0.730789,5.358780,10.699051,5.830444,1.324554,1.016907,7.337601,10.065781,38.917114,22.617386,-2.923950,1.909943,3.316528,-0.479477,0.230408,-3.556030,36.124283,17.195724,8.289795,0.685806,-6.475250,-22.704346,-28.949631,-31.227692,-20.943405,-8.170334,8.337692,-14.054092,-39.692398,-55.830521,-49.491852,-10.924866,-4.310898,-5.886261,-11.914871,-25.359528,-22.564285,-41.750214
Sauter,Maison,0.757294,-0.536774,-3.789291,-21.063461,-25.112061,-21.150848,-13.780304,-18.439423,-32.481415,-39.862732,-39.804077,-10.545731,-0.031601,6.272339,6.897217,-6.723389,-8.367004,-39.638870,-39.772949,-13.799454,5.281387,0.257156,-7.938187,-20.377274,-23.804565,-13.795609,-5.119019,15.827850,12.966782,-38.694107,-38.746780,-23.927872,-12.293243,-9.586609,-8.827637,-13.758499,-28.112930,-23.370026,-26.168839,-5.668488,1.970993,0.903183,-1.821426,6.845581,6.353577,5.425827,1.308990,6.541519,22.689209,18.130661,-2.653412,-2.873672,2.999298,-0.005417,-2.727631,1.496933,-5.441452,19.257126,0.328568,-1.810654,8.009674,0.623566,-13.548904,-34.595154,-42.563049,-29.520630,-17.590332,3.929947,3.174576,-60.426178,-81.204269,-37.347275,-9.325546,-3.319687,-4.658051,-18.984955,-41.921387,-43.751770,-65.613220,-21.278595
Sauter,Maison,0.370636,1.123611,-7.207016,-24.111282,-29.389297,-17.921066,-9.480316,-14.012543,-38.221512,-39.862732,-39.862732,-6.212234,-5.546646,1.762863,3.364578,3.222122,-7.660721,-39.862732,-39.862732,-26.215790,4.749878,-3.018112,-14.029037,-24.910690,-19.376495,-8.498444,-3.055222,10.173935,5.358002,-38.490601,-38.712067,-30.089340,-13.556183,-6.881149,-7.595825,-13.827927,-32.184280,-38.746780,-38.673752,-4.763489,0.461441,-3.649399,2.884384,10.066986,9.721024,3.716370,-0.042526,10.238174,11.760880,38.917114,25.073837,6.865936,1.308990,4.664474,1.329346,-3.533279,2.786224,15.410843,12.402527,3.157318,5.581955,-5.543900,-18.351669,-38.954987,-39.044769,-22.703140,-12.578064,6.399567,-21.102631,-39.436218,-53.500961,-29.435638,-17.793839,-0.453812,-2.901901,-14.139084,-37.058777,-63.198669,-66.133957,-27.821960
Sauter,Maison,0.297607,0.169510,-1.227493,-13.806641,-18.281403,-29.397675,-37.320084,-39.862732,-39.859146,-39.862732,-9.442001,-2.071457,2.312332,1.714981,4.328247,-0.701965,-39.711899,-39.862732,-24.035858,-10.386520,7.655243,2.943451,-8.988052,-19.783508,-24.327698,-36.359756,4.954590,23.728714,-38.746780,-38.746780,-31.408554,-13.861450,-7.216339,-5.564346,-8.098602,-23.164124,-37.492218,-33.317932,-2.577576,0.874863,2.138580,-1.093582,-4.288651,2.458206,12.330704,9.652786,2.635376,11.898544,26.625290,-7.330475,-5.717987,-0.741638,-1.248016,-2.653412,-4.342514,-4.629822,27.845123,15.186981,0.109497,-5.119431,10.091431,2.019379,-14.504196,-31.131943,-30.278397,-56.104645,-29.730118,-4.235474,-51.980637,-85.939987,-46.568542,-16.674545,-6.152023,-6.502777,-8.112869,-28.495911,-49.358994,-57.993683,-26.503937,-14.631088
Sauter,Maison,0.827927,1.869400,1.239731,2.927643,-7.908524,-29.026581,-32.486191,-36.150528,-34.838501,-39.862732,-39.862732,-30.501404,6.231628,2.544571,5.485840,-0.705566,-1.312500,-25.596878,-39.857941,-32.978210,8.089783,6.719116,4.888748,-3.461029,-22.467407,-30.255737,-24.714371,-12.435699,32.903290,-37.696930,-38.745590,-38.746780,-18.670197,-6.299362,-5.257889,-5.840866,-18.204529,-27.619736,-32.853455,-11.879044,3.108231,0.648193,-2.388855,-7.402313,1.411942,8.346756,9.140427,4.025223,4.702774,24.651260,8.412598,-11.134872,-7.448990,-0.521378,-1.392868,0.104706,7.119720,13.661880,-5.796997,8.041489,12.025940,9.236710,3.739624,-7.935699,-28.963989,-50.935562,-48.060135,-44.561005,2.767563,-52.908401,-70.195724,-80.383057,-19.887558,-4.276169,-1.164917,-6.441727,-12.397308,-39.554733,-78.508392,-36.815765
Sauter,Maison,-12.429962,-26.886154,-30.141083,-23.879044,-39.862732,-39.862732,-22.086975,2.574493,1.382187,3.472321,2.851028,-3.861115,-39.862732,-39.857941,-28.229309,-8.936829,-5.023514,-7.664307,-13.062042,-20.369141,-22.423111,-26.991257,-26.871536,18.211273,-31.262512,-38.746780,-38.044083,-13.817154,-7.265427,-4.066772,-6.634552,-17.337830,-27.886688,-27.814850,-5.330902,-0.207321,-1.085983,-3.224014,-13.950027,-6.086273,1.091125,8.078598,7.447723,15.949539,38.917114,27.013138,0.010147,0.729599,-1.285126,-2.215271,-1.400040,3.542786,-1.769943,-0.186188,-5.102676,-3.668549,-0.487854,2.081131,1.978180,8.741791,-33.761948,-45.798813,-49.564896,10.281769,-32.208130,-51.596375,-60.120911,-10.513062,-7.168365,-2.809723,-5.183563,-17.656158,-69.519363,-67.858978,-38.662888,-12.812698,-6.597351,-8.807190,-25.033890,-17.713623
Sauter,Maison,-11.165833,-24.790039,-25.027069,-22.586166,-39.862732,-39.860336,-39.862732,-1.041946,-0.693588,1.900528,4.062485,0.253311,-21.548294,-39.862732,-33.448669,-17.418289,-6.121246,-5.216232,-6.770081,-24.797226,-23.634583,-29.196304,-26.015610,9.946487,19.074387,-38.516937,-38.746780,-32.610443,-11.310425,-4.354080,-6.320908,-16.334656,-33.639954,-22.092712,-10.221069,-0.678970,0.440308,-0.317444,-2.614685,-5.821716,5.199570,9.659973,14.275986,4.118591,3.469757,28.052231,-2.702484,-1.408417,3.814529,-3.144226,-1.212097,1.634613,9.370270,8.453293,-11.416183,-6.526031,-0.838608,1.222809,1.373642,8.058243,-29.600845,-44.326370,-36.766693,-8.521088,-17.318588,-50.325043,-81.311996,-35.060806,-8.189484,-5.597778,-3.470520,-14.446732,-45.817978,-53.502151,-55.085922,-24.623291,-6.519547,-4.310867,-8.011124,-22.560699
Marcher,Ecole,1.147552,-0.445786,-0.230316,-0.121384,-0.549942,-0.378754,-0.771408,-1.360382,-0.698380,-1.774582,-0.262634,0.031845,-0.888718,0.243744,1.248108,-1.276581,-1.466919,0.215012,0.777649,0.067764,2.774658,4.190826,4.645737,5.101822,5.306534,5.349625,5.656082,4.224350,3.568344,4.037598,4.212387,3.922684,5.392715,5.194000,4.905502,3.330124,2.554398,4.618195,4.089081,4.584671,10.624832,8.771729,8.090576,7.616516,7.278931,8.502380,8.391037,9.549835,7.984024,8.608917,9.037476,9.722214,7.629684,7.830795,10.719406,13.859406,11.873413,7.221481,8.593353,7.252594,14.547043,12.516769,12.505997,12.596954,12.035522,13.473251,13.275711,12.413803,10.853989,10.871933,12.987228,13.676743,12.133682,13.268539,16.873016,15.912949,12.960892,12.054688,13.460083,11.905029
