Action,Lieux,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
S'assoir (depuis position allongée),Maison,-9.816696,-9.750854,-9.516220,-9.537781,-13.470245,-10.224915,-11.291519,-13.706085,-10.108795,-9.474335,-7.317154,-5.939285,-3.434952,-0.142929,-0.224335,-0.478119,1.076920,1.207397,0.540619,0.894958,-0.698120,-0.683762,-0.663406,-0.892059,0.647415,0.203293,0.364899,-2.254364,1.251953,3.776642,4.481735,5.990082,6.739456,6.649673,8.596161,9.314423,9.197113,9.134857,9.163589,8.860718,-0.044922,0.571579,0.875641,1.440674,5.002045,-0.902054,-0.681778,0.647003,0.157379,2.072739,1.736359,2.273865,2.032043,1.182098,3.676865,3.040009,3.305756,4.287384,4.753052,4.565109,-10.559738,-9.863037,-9.303986,-8.989166,-7.820786,-10.923676,-11.608398,-15.313446,-8.699463,-3.624954,-1.099060,2.324661,5.336548,7.688843,12.048691,11.876312,13.579788,14.629639,14.457260,14.320786
S'assoir (depuis position allongée),Maison,10.276642,11.782593,13.555496,11.862793,7.318604,4.573654,4.549713,5.414017,5.321838,2.666672,4.052917,1.179871,-0.605011,-1.538742,-3.073425,-2.339600,-2.322845,-1.366364,-0.643311,-0.940201,-2.109512,-2.523712,-3.309006,-2.250763,1.230408,5.682419,7.012405,6.482086,7.378708,10.420547,9.216263,8.482437,7.314072,6.169647,6.880722,8.037125,8.954102,8.556656,8.178375,8.373505,-1.293503,-0.734451,-0.460327,-0.151474,-1.578415,3.139359,3.761856,4.653702,0.647003,6.455338,8.568207,7.198730,4.774597,4.824875,6.151260,4.318512,3.947403,5.082260,5.253448,4.980499,6.873627,8.524429,9.786163,9.460556,6.970596,13.395432,15.323975,16.549805,13.347549,19.542557,21.837387,16.861038,11.483658,9.455780,9.958557,10.016037,10.578659,12.272552,12.788513,12.413803
S'assoir (depuis position allongée),Maison,1.448013,2.852219,2.501465,2.038193,3.973907,4.816666,0.780045,0.718979,0.866226,0.878204,-0.498459,-0.674438,-1.547119,-3.029129,-0.352417,-1.117371,-0.327286,0.052200,-0.451782,0.080933,5.088654,4.558350,0.461868,1.735580,5.822479,11.325546,8.477646,7.618134,9.442520,10.531876,8.957687,7.806076,8.624893,8.322021,6.947754,7.336807,7.937759,7.943741,8.082611,8.222672,-8.228302,-13.776871,-11.924957,-11.741806,2.310974,-2.382858,0.684113,2.928665,2.318146,7.379486,5.407867,5.482086,5.725098,6.248230,5.279785,6.017197,5.693970,6.190765,6.033951,6.407440,-1.691635,-6.366302,-8.961624,-7.968033,12.107361,13.759354,9.941803,11.265778,12.626892,18.789566,13.867096,12.613724,12.802872,11.541122,11.875122,12.236633,13.304443,14.186707,13.664780,14.711044
S'assoir (depuis position allongée),Maison,0.334717,0.572937,0.218597,0.568146,0.033051,0.729767,-0.290176,1.509079,3.684204,9.247131,7.668152,1.554565,-1.669235,-1.616562,-0.366791,-2.121735,-0.103424,-0.020828,-0.014832,-0.336853,3.612625,4.120209,3.950211,4.060349,3.439056,2.931488,1.471024,0.487000,4.934235,10.972412,9.703476,6.674820,8.063446,8.484833,8.532715,8.069443,8.113739,8.837982,7.172806,6.956131,-10.460907,-9.448151,-8.382736,-10.123322,-13.813980,-10.085007,-13.412949,-9.625320,-0.521378,2.480957,3.711578,7.531525,7.401047,7.099365,5.027191,4.946991,6.546310,6.668411,7.123306,7.079025,-6.513565,-4.755005,-4.213928,-5.494827,-10.341873,-6.423752,-12.232101,-7.629242,8.097061,22.700500,21.083206,15.760910,13.795258,13.967636,13.193115,10.894699,14.556625,15.485565,14.281281,13.698303
S'assoir (depuis position allongée),Maison,0.396973,-0.059128,-0.324890,0.302399,0.379013,1.330704,-0.615784,-1.340027,-0.217148,-0.613388,1.631180,0.159943,0.780045,-0.401505,1.682648,4.554504,2.652298,2.050156,-0.013641,-2.456924,4.287796,4.354828,4.565521,4.351242,3.616226,0.765930,0.033295,2.877609,9.731018,11.712219,8.787704,7.352371,7.918610,8.736221,8.283722,8.754181,9.115707,7.853958,5.615387,6.090637,-9.407455,-8.392303,-10.858337,-11.522736,-9.598984,-15.803558,-9.990433,0.772690,5.911850,7.962479,7.703903,7.198730,4.859589,3.545181,5.075073,4.782974,7.040710,6.827637,7.390274,6.668411,-4.722687,-4.096603,-6.617706,-6.869095,-5.603745,-13.706924,-10.572922,2.310272,15.425720,19.061310,18.122787,14.711044,13.558243,11.879898,15.041443,18.091660,18.808716,16.731750,12.992020,10.302124
S'assoir (depuis position allongée),Maison,-0.549942,-0.540359,-0.256653,-0.475723,-0.145325,1.439636,1.307953,0.510696,2.955170,6.954681,7.749557,1.063751,0.229370,1.918488,-1.003647,-1.786545,-1.709930,-1.574661,-1.866745,-3.013580,4.473343,4.632568,4.463776,4.690018,4.119003,2.596298,-0.378494,0.877258,3.411514,6.253433,4.864807,3.099075,3.908310,0.123077,7.300903,10.311615,10.995148,9.308441,6.936981,5.692001,-8.901077,-8.109802,-8.729889,-9.525970,-13.014313,-15.116425,-9.033951,-8.544342,-0.449539,7.519547,13.252472,17.912781,10.391403,17.530914,1.810577,2.913116,6.766571,6.164429,6.179993,7.450119,-4.977676,-4.017593,-4.522766,-5.311676,-9.040634,-11.080490,-8.104492,-7.156387,5.917145,20.727661,25.866837,22.075607,14.529083,19.572479,8.107834,11.438187,16.051788,13.898209,11.250229,10.128540
S'assoir (depuis position allongée),Maison,9.564362,9.386002,9.389587,9.569153,9.844482,12.005249,13.468109,13.071869,4.829834,10.517258,5.247620,-1.342422,2.987488,3.736877,0.953613,2.608017,-0.278198,-2.774155,-2.003220,-1.067093,-2.532089,-2.323792,-2.287872,-2.362091,-2.753555,-3.579544,-3.743546,-3.993744,-0.817841,2.445465,3.539612,7.445755,6.774170,10.073380,6.239075,4.639740,5.314911,6.599396,7.014786,7.739044,1.731567,0.895996,0.257935,-0.325043,-0.511795,-0.869736,1.028870,6.895859,-5.186478,7.401047,-0.077255,3.233932,6.154861,11.253311,12.469559,9.844330,8.533493,5.683197,3.548767,2.430679,8.763840,7.958206,7.359650,6.882019,6.579132,7.555969,10.753433,15.973984,-1.174484,20.363770,8.709976,9.337265,15.916519,25.063568,19.662247,17.092087,13.570206,9.508438,8.560333,9.102631
S'assoir (depuis position allongée),Maison,-9.519821,-9.528198,-9.689804,-10.412857,-10.343430,-12.762756,-11.818253,-13.591156,-11.175415,-10.307510,-6.819153,-4.143631,-0.966537,-1.486069,-1.311295,-0.698380,-0.244675,0.382599,0.577728,1.263672,0.362503,0.549255,0.047668,0.492981,0.326584,2.065979,-0.628693,0.351730,2.732758,3.807755,3.344482,6.482086,6.205551,8.235840,9.016342,9.160004,9.306046,8.843964,9.359909,9.303650,-0.103592,0.261536,0.490173,-0.140701,2.723969,0.048447,1.229980,-0.942749,-2.089569,-0.085632,2.683273,2.868820,2.078735,3.696014,3.406311,3.633759,2.613831,4.171265,3.707977,3.017258,-9.260910,-8.717407,-9.151962,-10.060577,-7.292877,-10.648331,-11.216965,-14.182175,-10.532227,-6.585388,-0.791397,5.207275,7.317749,10.445786,11.111359,12.095383,11.675201,13.397827,13.645615,13.584579
S'assoir (depuis position allongée),Maison,9.248337,9.390778,9.340500,9.451843,10.083908,16.785278,11.021240,4.601181,6.954681,4.476685,-0.686417,-2.400665,0.316757,1.925659,-0.573883,-0.820480,-1.764999,-0.409882,-0.244675,-1.238281,-2.186127,-2.295059,-2.226822,-2.226822,-2.052048,-6.543564,-5.219574,2.184494,5.155701,2.219208,8.888260,12.825516,9.903397,5.917053,6.267807,7.607361,8.381882,8.640457,9.215057,9.673553,1.162949,1.310196,0.584747,1.768677,1.529266,2.700027,2.515671,-0.823044,-1.143860,2.629395,4.478912,9.725815,8.272537,8.209091,5.377945,3.122604,4.630951,2.601868,2.366028,3.393143,8.225159,8.405914,7.698425,8.993698,9.561127,12.941742,8.317337,5.962631,10.966522,9.325287,12.680756,20.150665,18.492691,16.051804,11.071869,9.909485,11.247833,10.832443,11.336411,11.828415
S'assoir (depuis position allongée),Maison,-9.687408,-9.497070,-9.554535,-12.163010,-12.456299,-10.985062,-12.981827,-11.423203,-9.477921,-8.581284,-5.934494,-2.826828,-1.425018,-0.794144,1.628784,1.664703,0.728561,1.574921,1.468369,1.127197,-0.571228,-0.953110,-0.995010,0.659378,-0.043320,0.070404,1.915146,2.396378,3.939438,4.657700,5.050354,5.865570,7.312866,8.936142,9.289291,9.637634,9.824387,8.733826,9.352737,9.426956,-0.122742,0.472214,1.190475,5.733475,1.501724,-0.969086,0.630234,1.318573,1.305405,3.947403,2.558762,1.650162,1.178513,2.411530,0.907959,0.605103,2.860443,4.622574,3.529617,3.795380,-10.381378,-9.977966,-9.359070,-5.770157,-10.997894,-11.883743,-10.436447,-7.708252,-4.233078,0.023819,1.674622,4.688904,7.066360,10.553528,11.826035,11.907440,13.413391,14.931320,14.350723,14.349533
S'assoir (depuis position allongée),Maison,9.498520,8.509720,9.359665,8.240372,9.397964,11.428253,11.355225,13.681198,8.745544,5.485840,3.857788,1.157120,-2.656845,-1.131729,-0.018433,-1.586624,0.292816,0.714203,0.143173,-0.461349,-1.736008,-1.859314,-1.949097,-2.145416,-2.019730,-2.710449,-2.590744,-3.049240,-3.380829,-0.134293,7.622925,6.500046,9.163589,11.960022,10.649185,8.156830,5.472931,7.189575,8.829605,9.775314,-1.705307,-2.062042,0.494965,0.615875,-0.653061,-1.259979,3.226746,6.595398,3.573914,5.028381,0.368073,8.850723,7.719467,5.650879,7.369919,3.081894,3.128586,3.025635,3.293793,3.157318,6.057205,4.588364,7.905533,6.710831,6.725174,7.457825,11.991226,17.227356,8.938629,10.379929,11.848785,16.507889,14.226212,16.479172,18.000671,9.652100,8.894333,10.929413,12.266571,12.471283
S'assoir (depuis position allongée),Maison,-9.281601,-9.515030,-9.935211,-11.049713,-11.286743,-13.653412,-9.705368,-10.538544,-10.266815,-6.029068,-5.598114,-3.348770,-0.859985,-0.995270,-0.322495,0.669907,1.737717,1.383377,0.842285,0.730957,-0.410828,-0.991425,-1.248795,-0.566452,-2.618271,-2.358505,0.498978,4.302170,4.010071,3.835297,7.230270,7.140488,7.225479,9.407791,10.212250,9.759750,9.403015,9.416183,9.569412,9.407791,-0.493835,-0.317871,1.000137,3.924667,2.229568,-1.125916,0.358490,-2.859314,2.476166,1.492157,-0.527359,3.028030,1.937469,1.862061,0.585953,1.943451,2.217590,2.480957,2.638977,2.759888,-10.186264,-10.824326,-10.183868,-7.691498,-11.675446,-17.137833,-8.847900,-9.095688,-3.780579,-0.701614,1.104797,6.819748,8.302963,10.274582,10.475708,12.373108,13.358322,13.280518,13.050674,12.898636
S'assoir (depuis position allongée),Maison,9.897156,8.708435,9.247131,10.258682,11.611404,11.107422,10.116226,16.409393,9.874420,0.192261,-1.657257,0.598083,0.541809,-3.452911,-0.915054,-1.681198,-0.891113,-1.968506,-1.325668,-0.947372,-2.457870,-1.676163,-2.119080,-2.377655,-3.440689,-3.215637,-1.199707,-2.132248,-0.382095,3.269058,8.050278,11.327942,11.677505,9.807632,6.309708,6.933395,7.279358,9.386246,10.072189,9.935715,0.763123,0.381241,0.496170,-1.713684,3.617004,2.479767,1.462219,1.331741,-2.604324,3.504471,3.548767,6.901855,5.826859,4.044373,4.010849,5.471313,5.229507,2.342087,0.964233,2.813751,8.202408,7.413513,7.624222,6.167343,11.787720,10.371552,10.378738,15.608887,6.888000,6.965790,9.941788,18.827881,18.046173,10.399094,9.405502,10.723511,11.617752,9.759827,9.710754,11.802094
S'assoir (depuis position allongée),Maison,-9.937607,-9.480316,-10.761215,-11.310684,-10.173431,-12.960281,-13.374481,-11.271179,-8.423279,-5.493973,-4.511154,-2.691559,-0.062714,1.977142,1.777222,1.440842,0.843491,0.969177,0.548996,1.046997,0.252365,-0.276749,0.005768,-0.206116,-0.623901,0.227234,1.031677,3.216385,3.326523,4.621796,6.149292,7.075851,7.384705,8.450119,9.963257,10.049438,9.763336,9.376678,9.667572,9.547852,-0.223297,1.857269,-1.441940,-0.295120,1.537643,-0.885284,0.138229,-0.281952,1.318573,1.255127,0.735580,0.988174,1.129425,0.067596,-0.570450,-0.067673,1.543625,2.094299,2.462997,2.225967,-9.908539,-7.899796,-12.197388,-11.811920,-9.259689,-13.618332,-12.204575,-8.336746,-3.778183,0.382950,2.373718,5.372467,8.451416,10.494858,11.170029,11.422607,12.150452,12.440155,12.679565,12.820816
S'assoir (depuis position allongée),Maison,9.436279,9.687668,10.760269,13.227493,15.515152,9.348892,5.261978,3.827850,2.684631,1.858627,4.374939,1.570129,2.831863,0.914108,-1.490860,-1.767395,-1.602188,-1.972092,-1.792526,-1.718307,-2.125076,-2.024521,-2.830170,-3.505325,-4.216400,-4.212814,1.108292,7.946136,9.838760,10.798828,9.095352,9.204285,7.019577,6.099014,6.678406,7.136902,8.092178,8.690735,8.884659,8.988815,1.320969,1.493347,2.479767,-0.560883,0.880432,0.652985,1.555603,2.309769,1.664536,-0.285538,3.332092,9.218246,9.238586,7.705109,6.163239,5.467728,4.059937,2.739532,3.978531,3.379974,8.632172,9.156494,10.409866,9.161285,12.179184,5.789063,7.925873,14.083755,14.187927,12.371918,16.802383,19.992661,19.090027,14.718231,11.350784,10.837234,10.549927,9.458176,11.070663,10.650482
S'assoir (depuis position allongée),Maison,-9.756836,-9.894516,-9.596436,-9.644318,-9.396515,-13.212875,-12.056473,-12.222870,-12.327026,-9.829865,-10.659454,-7.094498,-4.221451,-2.216309,-1.436996,0.723770,1.471970,3.190994,3.347824,1.850250,-0.005005,0.012955,0.208084,0.026123,0.312225,1.487778,0.003372,0.785080,2.073166,3.156540,4.104645,4.693619,5.561508,6.917831,7.662430,8.785309,9.424561,9.571808,9.434128,9.748978,-0.474686,0.335754,0.352509,0.113098,1.001343,1.046829,-2.023727,-0.857758,-0.927185,-0.811066,0.206467,0.163376,-0.281952,-1.075638,-0.898453,0.364487,2.009293,1.514893,1.395187,1.858459,-10.236526,-9.545807,-9.035843,-9.505096,-8.082947,-10.678268,-14.076828,-12.295547,-11.181046,-7.484390,-6.348343,-2.237503,1.058105,3.625885,5.326981,9.873566,12.905823,14.277695,14.177139,13.457687
S'assoir (depuis position allongée),Maison,9.370438,9.369232,9.573944,9.729568,19.214188,8.042847,6.763153,2.514633,2.144730,0.059387,6.284302,4.682587,1.470764,2.521820,-0.266235,-1.375946,-1.670425,-1.707535,-1.306503,-1.609375,-2.409988,-2.070007,-2.425537,-2.550049,-6.075500,-7.699966,1.245972,4.075912,7.151260,10.112885,8.148453,10.552231,9.705872,6.309708,6.959732,7.800095,7.751007,6.856781,8.116119,9.748978,1.906342,2.057190,1.702835,1.279068,2.993317,-0.313080,3.260269,1.773468,0.230408,4.371185,1.458633,3.682846,8.535889,6.806076,5.421036,4.476517,4.856003,5.167252,3.244705,2.382797,8.866791,9.356415,8.851242,8.458588,16.132004,0.029800,11.269394,8.364014,9.526398,14.543457,15.891388,18.917664,19.712524,15.637604,12.114532,10.900665,10.936584,10.316498,10.054321,10.522400
Se lever (chaise),Maison,-0.013641,0.053391,-0.111801,0.237747,0.517868,0.752502,0.580124,-0.220734,0.422104,-0.213562,-0.121384,-0.346436,-0.133347,0.079727,-0.107010,0.001923,0.097687,0.322739,-0.203979,0.242538,6.671219,7.321243,7.509201,7.354767,7.517578,7.353577,7.868332,7.006409,6.386322,6.409058,5.249069,4.865997,4.953384,4.960571,5.781784,6.606583,7.688766,8.408218,8.119720,7.815659,7.265762,6.790512,6.703125,5.891495,5.823257,7.706299,9.053040,10.813980,10.372238,10.198669,8.600540,7.227463,7.073029,6.509201,6.369141,5.241470,5.251053,5.780167,5.683197,5.778976,13.923340,14.165146,14.100525,13.484009,13.858704,15.812378,17.501495,17.599655,17.180664,16.394165,13.728226,11.747025,11.893066,11.549500,12.043915,11.849976,13.037506,14.511124,13.598938,13.837173
Se lever (depuis position allongée),Maison,-9.816696,-9.821487,-9.963943,-8.995483,-9.723328,-10.746841,-12.146255,-10.976685,-9.925629,-7.493118,-7.270462,-7.045410,-6.644379,-5.430527,-3.984421,-4.131668,-3.882675,-4.023926,-1.800919,-0.399109,-0.289917,-0.265976,-0.457504,-0.874100,-0.008591,0.141037,-0.303085,0.926331,3.020065,2.961411,3.989716,4.622986,4.657700,5.808121,6.394699,7.687561,7.983246,8.785309,6.623337,5.499268,-0.481873,-1.049301,-0.730865,-0.987045,-1.805862,-1.361740,-0.991837,-0.170624,-0.169418,-0.463913,0.393219,1.117462,2.849670,3.359634,5.705948,7.503998,10.864258,11.751312,11.570541,8.717850,-10.588486,-11.136765,-11.152313,-10.856628,-11.537781,-11.967545,-13.441177,-10.220978,-7.074982,-4.995621,-2.887527,-1.304962,0.862991,3.737228,8.116226,11.059891,14.964828,16.512695,16.392960,13.818008
S'assoir (chaise),Maison,0.110855,-0.105820,-0.068710,0.039032,0.022278,0.013901,0.175507,0.316757,-0.405090,0.005508,-0.329681,-0.311722,0.240143,-0.399109,0.109665,-0.687607,-0.309326,0.101288,0.220993,0.119232,7.446945,7.342804,7.276962,6.898682,6.273788,5.132950,4.579895,4.674454,4.925858,5.504059,5.695587,5.355606,7.153656,7.324844,8.556656,8.111343,7.855164,7.949722,7.713898,8.289703,6.807281,7.004807,6.215912,5.940582,5.478500,5.865158,4.997269,5.908249,9.426529,11.361053,12.516251,11.537018,7.627289,8.337173,7.967270,7.478851,6.372726,5.308502,4.500473,3.511658,14.365082,14.241791,13.424164,12.878296,11.774567,11.012009,9.752670,10.899460,13.947296,16.870621,17.882156,16.580902,15.021088,15.262909,16.633591,14.902588,13.918564,13.359512,12.435364,11.920593
S'assoir (chaise),Maison,0.162338,0.036636,0.041428,-0.069901,-0.020828,-0.132156,-0.020828,-0.256653,0.277252,0.807571,-0.284180,-1.568680,-1.914642,-1.483673,-1.796127,-2.721481,-2.040329,-1.022797,-0.685211,-0.075882,8.687149,8.665588,8.652420,8.421387,8.251404,7.912613,7.438568,6.291748,4.153717,4.304550,4.858810,8.705093,11.159149,10.759323,10.309219,8.762558,4.997681,5.425049,6.028381,7.097397,4.945786,4.936203,5.087051,5.036774,4.832062,4.371185,3.901917,4.568695,4.720734,6.510391,8.397034,6.806076,10.632019,8.333588,5.562286,8.650818,14.159866,7.374710,5.559906,2.055984,13.795273,13.638428,13.780899,13.388260,13.062637,12.151642,11.319656,10.603790,9.151703,11.622513,12.971664,13.942490,19.876526,17.609238,14.075378,14.691895,17.117218,11.776962,10.903076,9.077499
Sauter,Maison,0.760880,0.370636,-0.037582,-0.585861,-1.251434,-4.567413,-2.241440,-9.792755,-3.193146,-1.018005,0.639984,-1.281372,-0.367981,-0.157288,-0.572693,-2.788513,-3.889847,-3.807251,-4.697891,-3.671982,8.571030,6.361176,4.640945,2.856064,3.971756,7.365540,25.753006,26.786118,-1.372101,-5.866013,-0.426392,0.929932,0.836563,-0.716080,6.883118,19.803421,19.971008,16.225281,11.124435,8.281326,3.667282,3.024445,1.097107,3.648132,4.806931,8.446106,20.200439,38.419128,2.413925,2.746719,-4.282669,2.315750,0.787064,0.937897,-7.141342,12.340286,8.691513,12.992706,6.849182,7.506378,12.999191,9.756256,5.700470,5.918335,7.527252,11.244232,43.712006,55.412491,-2.151321,-4.137299,-4.069077,1.964310,1.255646,0.064529,-0.830917,29.355194,24.772675,25.410736,13.275726,12.115723
Sauter,Maison,0.442459,0.420914,-0.712753,-0.012436,0.942841,-0.452972,0.311966,-2.116943,-5.120468,-3.285309,1.093674,0.657928,-3.710281,1.675476,0.182678,0.237747,-4.061035,-7.552979,-1.506424,-2.507202,9.109726,8.871490,8.738617,6.666443,4.537994,1.274689,1.789444,11.505112,29.623245,18.704483,-3.004944,-5.420685,0.509750,-0.198944,-0.095993,-1.595947,22.110229,19.301834,19.626251,11.393784,4.319702,4.792557,2.260696,1.069580,2.360046,4.593842,4.539963,10.830734,34.237640,36.775497,-6.802567,-1.700516,3.391953,0.858887,-0.942749,1.250336,1.079147,8.260559,11.045013,10.737366,13.871887,14.084961,10.286560,7.723587,7.840881,5.415558,6.641373,20.218903,58.740417,52.194672,-8.713837,-6.463272,0.191422,2.335419,-0.856064,-0.107864,19.128342,20.009415,29.164841,19.623947
Sauter,Maison,1.112839,0.898544,0.223389,-0.815704,0.010300,-1.313690,0.724976,-5.653183,3.630341,-3.958084,2.401520,1.059570,1.391769,0.389786,-1.767395,2.256073,-3.970657,-1.556107,-0.712158,-0.401505,8.439346,7.336807,5.692001,2.987747,-1.077606,5.644119,9.411392,29.068390,1.879227,1.930710,-1.987411,-2.154404,-1.184753,-1.342178,10.319992,17.314056,15.409470,8.067642,4.808548,2.338318,4.188019,3.971344,0.093933,-0.872116,5.727493,6.630112,10.805603,38.412537,10.320770,-0.237061,-7.772812,-0.743439,-0.964310,-0.466309,-4.903366,15.277374,25.111557,18.394623,5.634125,4.933228,13.740204,12.206696,6.009323,1.299927,4.660187,10.960541,20.941971,61.827744,15.830338,-2.264435,-7.358704,-1.838272,-0.757294,-1.418701,3.649231,34.847504,36.550369,24.906158,9.730515,6.870041
Sauter,Maison,0.021683,-0.051941,-0.517609,-0.985092,-1.411865,-2.103180,-7.038834,1.242722,2.259064,-1.155685,-0.310516,0.687271,-0.856995,-2.914215,-0.553528,-0.636734,-2.796906,-0.996460,0.344894,-0.173447,7.928787,5.050949,2.745331,0.427750,6.387512,26.547302,20.442673,2.350296,-5.958191,-2.661377,-0.390472,0.209274,-1.883865,9.747177,12.377213,14.576874,14.320099,8.724854,4.946808,1.371658,5.144501,4.489700,-0.331039,4.698593,7.393265,22.835266,33.348801,-8.909470,9.564209,6.394882,-2.424164,-1.799271,1.593918,-4.884811,13.078888,26.685135,24.140106,11.646561,5.989655,0.637421,13.094971,9.488708,1.896683,4.141251,12.368912,47.279388,46.752640,-5.316452,5.865082,2.577820,-3.125153,-0.902725,-1.146942,1.948151,24.902573,40.625275,35.663300,19.374954,11.281357,1.835632
Sauter,Maison,-0.455368,0.195251,-4.115509,-0.345825,-0.165070,-0.045349,0.135406,-0.424835,-4.656601,0.005524,-2.367737,-0.582855,0.988342,0.981155,0.027664,-2.116348,4.137909,-1.640503,-0.851608,-1.329254,10.361893,8.752991,10.472626,5.498672,3.547989,0.722839,4.688232,19.381454,25.484863,-4.046417,-6.890137,-0.477264,0.544464,0.178146,-0.307877,19.207260,16.025970,18.407608,7.379913,3.126602,6.267990,4.882339,0.530289,-1.387482,2.015884,5.260040,5.591629,16.553482,37.084366,-5.993332,3.132187,0.212448,-0.426804,-0.726669,1.504120,-9.609756,38.445465,15.438370,9.017120,2.751495,16.174515,13.830582,6.887405,3.765366,5.398804,5.937531,10.415268,35.510101,57.912628,-10.034225,-6.125687,-0.847672,1.106003,0.432632,1.223907,7.481155,58.609344,32.205475,15.545425,4.548843
Marcher,Maison,0.034241,-0.494873,-0.215942,-0.249466,-0.089050,-1.444168,-1.970901,-1.220322,-0.002869,-0.067505,0.352676,-0.189621,0.835098,0.370636,-0.302139,-0.785767,-0.703171,-1.821259,-2.525162,-0.543961,6.391098,6.522781,6.549118,7.048309,7.068665,4.463776,5.694397,4.510452,6.140915,6.332443,6.842407,4.895920,5.207169,4.259064,5.489685,6.326462,6.925003,4.275833,4.454193,4.285400,7.906219,7.554276,7.537506,8.064240,8.061844,9.600113,6.947342,9.440903,6.771362,7.652435,8.267746,10.061005,7.498001,8.244995,7.112534,7.451324,8.312042,11.648361,9.504349,6.712708,14.331558,13.582184,13.870682,14.863083,15.041458,12.619720,10.670837,12.731033,12.909409,13.917374,15.462830,14.767303,13.540268,12.874695,12.300079,12.992020,14.533875,14.102936,11.433380,10.454147
Marcher,Maison,0.405350,0.089310,-1.964920,-2.130112,-0.284180,0.122833,0.823135,0.811157,0.696243,0.267685,-0.219543,-0.139328,-1.015610,-2.515579,-3.548676,-0.245880,0.436478,0.714203,0.742935,-0.858795,5.267029,5.866776,3.843674,4.066330,3.834091,4.897125,5.602219,3.919098,4.514053,4.221954,4.887543,5.452576,5.842834,4.218369,4.367996,3.053589,5.156891,5.621368,5.942184,3.145767,8.879456,9.365479,9.461258,9.473221,7.937347,8.297668,8.562225,11.520264,9.006348,7.531525,7.402237,7.372314,9.705460,11.168320,8.933334,7.196335,6.012405,7.905014,10.719406,13.485901,14.551834,15.321564,11.340012,11.409439,11.487259,13.317627,14.987579,16.250519,14.216644,12.021164,12.070236,12.685562,14.532684,12.871109,9.752655,10.004044,11.605774,14.240585,17.404526,15.772873
Marcher,Maison,-0.231506,-0.499664,-0.127365,0.068954,-0.160889,0.033051,-0.042374,-1.691971,-1.978088,-0.065109,0.449646,-0.026810,0.089310,-0.091446,1.779617,0.692657,-0.044769,0.084518,-0.061523,-2.297714,5.683624,4.737900,4.636154,3.692841,4.294983,5.524399,5.482498,4.460175,3.864029,3.168503,4.555954,5.161682,5.439407,3.392365,3.777832,3.858032,4.725937,5.344833,5.490891,3.867615,9.068604,11.514282,7.448929,9.297241,7.128098,7.198730,9.185913,11.514282,9.142822,9.333160,6.557083,7.470474,10.028671,12.876587,9.139236,7.726654,7.010788,7.810455,9.142822,13.320709,14.520721,15.752518,11.957718,13.059036,11.262192,12.756180,14.626038,14.282486,11.028763,12.436554,11.562683,12.605347,15.557388,16.177505,14.696686,12.277344,11.691956,13.239807,14.572189,14.890610
Marcher,Maison,0.334717,-0.259048,-0.784576,-2.732254,-1.162857,0.412521,0.155151,0.327530,0.052200,1.380981,0.024673,-0.001663,0.017487,-0.763031,-3.100967,-3.116531,-0.909073,-5.686707,1.567734,0.537033,5.296951,6.599396,7.335617,4.292587,4.539185,4.781006,5.890717,6.510818,6.417435,4.977325,4.253082,5.437012,5.344833,6.570663,5.589050,5.453781,4.423065,9.452087,3.889160,7.054291,7.872696,8.179153,7.804459,10.459641,7.690735,6.901855,7.339996,7.418991,9.539063,8.388657,8.423370,6.595398,7.672775,7.705109,12.127197,6.961700,6.628906,5.731079,12.634766,5.272598,13.504364,14.519501,14.355499,12.019974,11.067062,12.095383,13.385864,14.257339,16.008698,14.746964,12.701126,12.030746,13.035095,13.512741,14.615280,9.298950,10.142899,9.496460,18.091660,12.863922
Marcher,Maison,-1.785355,-1.274185,-1.002441,-0.991669,-0.934204,-0.855194,-1.227493,0.422104,-0.251862,-1.067093,0.179092,-0.300949,-1.955338,-2.343201,-1.050323,0.669907,0.085724,0.751312,0.948822,1.157120,4.104645,4.715164,4.637344,5.221542,5.991272,5.745865,3.859238,4.320114,3.971756,4.995285,5.644119,5.773407,4.034012,4.180054,3.861633,5.434616,5.603409,6.834030,5.298157,3.952606,10.954041,8.091766,7.984024,7.296890,7.513565,8.423370,12.811935,8.107330,9.280487,7.563843,7.445328,8.696304,12.237335,9.069794,8.534698,7.027542,7.555466,8.745392,9.987976,10.507523,13.273331,11.532745,11.618927,11.526764,12.570633,13.314041,15.443680,12.849548,13.000381,11.492035,13.268539,14.168762,14.316010,10.906647,11.346008,13.132065,13.244598,16.330734,16.234955,15.617249
